code,dividend,count,record_months,fetched_date
7477,30.0,2,3;9,2026-07-06
7480,105.0,2,3;9,2026-07-06
7481,104.0,2,3;9,2026-07-06
7482,59.0,2,3;9,2026-07-06
7483,110.0,2,3;9,2026-07-06
7486,24.0,1,3,2026-07-06
7487,25.0,1,5,2026-07-06
7490,21.0,2,3;9,2026-07-06
7494,10.0,2,3;9,2026-07-06
7500,240.0,1,6,2026-07-06
7501,12.0,1,11,2026-07-06
7502,25.0,1,3,2026-07-06
7504,120.0,2,3;9,2026-07-06
7505,57.0,2,3;9,2026-07-06
7506,25.0,2,3;9,2026-07-06
7508,70.0,2,3;9,2026-07-06
7509,160.0,2,3;9,2026-07-06
7510,80.0,2,3;9,2026-07-06
7512,16.0,1,2,2026-07-06
7513,22.0,1,8,2026-07-06
7514,26.0,2,2;8,2026-07-06
7515,30.0,1,2,2026-07-06
7516,140.0,2,2;8,2026-07-06
7520,70.0,1,2,2026-07-06
7521,36.0,2,3;9,2026-07-06
7522,7.5,1,3,2026-07-06
7523,60.0,2,3;9,2026-07-06
7524,10.0,2,3;9,2026-07-06
7525,162.0,2,3;9,2026-07-06
7527,2.0,1,9,2026-07-07
7531,22.0,1,12,2026-07-06
7532,8.5,2,6;12,2026-07-06
7537,77.0,2,3;9,2026-07-06
7538,7.0,1,3,2026-07-06
7539,26.0,2,3;9,2026-07-06
7544,18.0,2,2;8,2026-07-06
7545,32.0,2,2;8,2026-07-06
7550,80.0,2,3;9,2026-07-06
7551,22.0,2,3;9,2026-07-06
7552,15.0,1,3,2026-07-06
7554,15.0,2,3;9,2026-07-06
7555,12.0,1,3,2026-07-06
7561,30.0,2,3;9,2026-07-06
7562,15.0,1,3,2026-07-06
7564,89.0,1,3,2026-07-06
7565,200.0,2,3;9,2026-07-06
7567,13.0,1,3,2026-07-06
7570,52.0,2,3;9,2026-07-06
7571,1.5,1,3,2026-07-06
7575,56.0,1,3,2026-07-06
7578,2.0,1,3,2026-07-07
7581,30.0,1,8,2026-07-06
7585,6.0,1,6,2026-07-07
7590,5.0,1,1,2026-07-06
7593,24.0,2,3;9,2026-07-06
7595,65.0,2,3;9,2026-07-06
7596,52.0,2,3;9,2026-07-06
7599,42.43,2,2;8,2026-07-06
7600,17.0,1,3,2026-07-06
7601,5.0,1,2,2026-07-07
7602,2.0,1,3,2026-07-06
7603,10.0,1,2,2026-07-07
7604,10.0,2,4;10,2026-07-06
7606,92.0,2,3;9,2026-07-06
7607,124.0,2,2;8,2026-07-06
7608,24.0,2,2;8,2026-07-06
7609,95.0,2,6;12,2026-07-06
7610,4.0,1,2,2026-07-06
7611,52.0,2,2;8,2026-07-06
7613,50.0,2,6;12,2026-07-06
7614,36.0,1,1,2026-07-06
7615,1.5,1,3,2026-07-06
7616,5.0,1,3,2026-07-06
7619,31.0,2,3;9,2026-07-06
7621,15.0,1,3,2026-07-06
7624,4.0,1,2,2026-07-06
7625,5.0,1,12,2026-07-06
7628,45.0,2,3;9,2026-07-06
7630,16.0,2,2;8,2026-07-06
7634,90.0,2,3;9,2026-07-06
7636,30.0,1,6,2026-07-06
7637,128.0,2,3;9,2026-07-06
7638,80.0,1,3,2026-07-06
7640,6.0,2,4;10,2026-07-07
7643,40.0,2,3;9,2026-07-06
7646,95.0,2,3;9,2026-07-06
7649,25.0,2,2;8,2026-07-06
7670,45.0,2,3;9,2026-07-06
7673,63.0,1,5,2026-07-06
7674,10.0,1,1,2026-07-07
7677,25.0,1,3,2026-07-06
7678,20.0,2,3;9,2026-07-07
7679,30.0,1,2,2026-07-06
7681,17.0,1,9,2026-07-06
7682,17.0,1,7,2026-07-06
7683,17.0,2,1;7,2026-07-06
7685,17.5,1,12,2026-07-06
7686,20.0,2,3;9,2026-07-06
7687,9.1,2,3;9,2026-07-06
7692,2.6,2,1;7,2026-07-06
7698,21.0,2,3;9,2026-07-06
7701,70.0,2,3;9,2026-07-06
7702,17.0,2,3;9,2026-07-06
7707,7.5,1,6,2026-07-07
7711,50.0,2,3;9,2026-07-06
7713,42.0,2,5;11,2026-07-06
7715,60.0,2,3;9,2026-07-06
7716,60.0,2,6;12,2026-07-06
7717,80.0,2,3;9,2026-07-06
7721,48.0,1,3,2026-07-06
7722,40.0,2,3;9,2026-07-06
7723,120.0,2,3;9,2026-07-06
7725,10.0,1,5,2026-07-06
7726,20.0,2,3;9,2026-07-06
7727,28.0,2,3;9,2026-07-06
7729,276.0,2,3;9,2026-07-06
7730,41.0,2,2;8,2026-07-06
7731,20.0,2,3;9,2026-07-06
7733,30.0,1,3,2026-07-06
7734,60.0,2,3;9,2026-07-06
7735,175.0,2,3;9,2026-07-06
7740,37.0,2,6;12,2026-07-06
7741,295.0,2,3;9,2026-07-06
7743,15.0,1,3,2026-07-06
7744,75.0,2,6;12,2026-07-06
7745,60.0,2,3;9,2026-07-06
7747,30.91,1,6,2026-07-06
7749,100.0,2,3;9,2026-07-06
7751,160.0,2,6;12,2026-07-06
7752,44.0,2,3;9,2026-07-06
7760,30.0,1,9,2026-07-06
7762,50.0,2,3;9,2026-07-06
7769,167.6,2,3;9,2026-07-06
7775,20.0,2,3;9,2026-07-06
7780,28.0,1,3,2026-07-06
7781,51.0,2,6;12,2026-07-06
7782,16.0,1,12,2026-07-06
7791,37.0,2,3;9,2026-07-06
7792,44.0,1,9,2026-07-06
7793,35.0,1,12,2026-07-06
7795,8.0,2,3;9,2026-07-06
7800,26.0,1,9,2026-07-06
7803,2.5,1,6,2026-07-06
7804,87.0,1,10,2026-07-06
7805,13.0,1,8,2026-07-06
7806,30.0,1,9,2026-07-06
7807,13.0,1,2,2026-07-06
7808,80.0,1,5,2026-07-06
7809,45.0,1,6,2026-07-06
7810,0.35,1,7,2026-07-06
7811,74.0,2,2;8,2026-07-06
7812,82.0,2,6;12,2026-07-06
7813,24.0,1,6,2026-07-06
7814,15.0,2,6;12,2026-07-06
7815,10.0,1,3,2026-07-07
7818,30.0,1,8,2026-07-06
7819,30.0,2,3;9,2026-07-06
7820,36.0,2,3;9,2026-07-06
7821,28.0,2,6;12,2026-07-06
7822,10.0,2,3;9,2026-07-06
7823,28.0,2,3;9,2026-07-06
7826,60.0,1,6,2026-07-06
7827,62.0,1,10,2026-07-06
7831,2.0,1,10,2026-07-06
7832,25.0,1,3,2026-07-06
7833,30.0,1,12,2026-07-06
7837,35.0,2,3;9,2026-07-07
7839,60.0,1,9,2026-07-06
7840,42.0,2,3;9,2026-07-06
7841,40.0,1,12,2026-07-06
7844,15.0,1,3,2026-07-06
7846,84.0,2,6;12,2026-07-06
7847,30.0,2,2;8,2026-07-06
7849,130.0,2,6;12,2026-07-06
7850,20.0,2,1;7,2026-07-06
7851,3.0,1,3,2026-07-07
7856,75.0,2,4;10,2026-07-06
7857,26.0,2,3;9,2026-07-06
7859,2.5,1,3,2026-07-07
7860,50.0,2,3;9,2026-07-06
7863,40.0,1,3,2026-07-06
7864,87.0,2,3;9,2026-07-06
7865,48.0,1,1,2026-07-07
7867,70.0,2,3;9,2026-07-06
7868,13.34,2,3;9,2026-07-06
7871,26.0,2,3;9,2026-07-06
7872,27.0,1,3,2026-07-06
7874,28.0,2,3;9,2026-07-06
7875,23.5,2,3;9,2026-07-06
7877,70.0,1,3,2026-07-06
7878,30.0,1,1,2026-07-06
7879,30.0,2,5;11,2026-07-06
7883,9.0,2,3;9,2026-07-06
7885,20.0,1,3,2026-07-06
7886,1.0,1,3,2026-07-07
7887,40.0,1,3,2026-07-06
7888,28.0,2,5;11,2026-07-06
7893,44.0,2,3;9,2026-07-06
7896,20.0,2,3;9,2026-07-06
7897,2.0,1,3,2026-07-06
7898,24.0,2,3;9,2026-07-06
7901,100.0,1,4,2026-07-07
7902,13.0,1,3,2026-07-06
7906,28.0,2,3;9,2026-07-06
7908,7.0,2,3;9,2026-07-06
7911,58.0,2,3;9,2026-07-06
7912,41.0,2,3;9,2026-07-06
7914,80.0,2,3;9,2026-07-06
7915,50.0,2,6;12,2026-07-06
7916,50.0,1,3,2026-07-06
7917,36.0,2,3;9,2026-07-06
7918,5.0,1,3,2026-07-07
7919,7.5,2,3;9,2026-07-06
7921,120.0,2,5;11,2026-07-06
7927,117.0,2,3;9,2026-07-06
7928,10.0,2,2;8,2026-07-06
7931,130.0,2,3;9,2026-07-06
7932,701.0,1,3,2026-07-06
7936,38.0,2,6;12,2026-07-06
7937,115.0,2,3;9,2026-07-06
7938,75.0,1,3,2026-07-06
7939,23.0,1,3,2026-07-06
7940,30.0,2,3;9,2026-07-06
7942,100.0,2,3;9,2026-07-06
7943,114.0,2,3;9,2026-07-06
7944,170.0,2,6;12,2026-07-06
7946,11.0,1,3,2026-07-06
7947,61.5,2,3;9,2026-07-06
7949,135.0,2,3;9,2026-07-06
7951,26.0,2,3;9,2026-07-06
7952,95.0,1,3,2026-07-06
7953,17.0,2,3;9,2026-07-06
7955,33.0,2,3;9,2026-07-06
7956,76.0,2,6;12,2026-07-06
7957,64.0,1,12,2026-07-06
7962,14.0,2,6;12,2026-07-06
7963,35.0,1,12,2026-07-06
7965,46.0,2,5;11,2026-07-06
7966,120.0,2,3;9,2026-07-06
7970,44.0,2,3;9,2026-07-06
7971,34.0,2,3;9,2026-07-06
7972,90.0,1,12,2026-07-06
7974,96.0,1,3,2026-07-07
7975,25.0,1,2,2026-07-06
7976,55.0,2,6;12,2026-07-06
7979,61.0,2,3;9,2026-07-06
7980,15.0,1,3,2026-07-06
7981,124.0,2,3;9,2026-07-06
7983,10.0,2,4;10,2026-07-06
7984,24.5,2,6;12,2026-07-06
7985,9.0,1,3,2026-07-06
7986,30.0,1,12,2026-07-06
7987,22.0,2,3;9,2026-07-06
7988,84.0,2,3;9,2026-07-06
7989,120.0,2,6;12,2026-07-06
7990,100.0,2,3;9,2026-07-06
7991,50.0,1,3,2026-07-06
7994,105.0,2,3;9,2026-07-06
7995,200.0,2,3;9,2026-07-06
7997,40.0,1,11,2026-07-06
8001,44.0,2,3;9,2026-07-06
8002,115.0,2,3;9,2026-07-06
8005,102.0,2,3;9,2026-07-06
8006,33.0,2,3;9,2026-07-06
8007,46.0,2,3;9,2026-07-06
8008,85.0,2,2;8,2026-07-06
8011,97.0,2,2;8,2026-07-06
8012,27.0,2,3;9,2026-07-06
8014,171.0,2,3;9,2026-07-06
8015,125.0,2,3;9,2026-07-06
8016,33.0,2,2;8,2026-07-06
8018,27.0,2,3;9,2026-07-06
8020,70.0,2,3;9,2026-07-06
8022,66.0,2,3;9,2026-07-06
8023,38.0,2,3;9,2026-07-06
8025,30.0,1,3,2026-07-06
8029,100.0,1,12,2026-07-06
8030,120.0,1,3,2026-07-06
8031,140.0,2,3;9,2026-07-06
8032,36.0,2,3;9,2026-07-06
8035,618.0,2,3;9,2026-07-06
8037,130.0,2,3;9,2026-07-06
8039,35.0,1,3,2026-07-06
8040,45.0,1,12,2026-07-06
8041,172.0,1,3,2026-07-06
8043,50.0,2,3;9,2026-07-06
8045,34.0,2,3;9,2026-07-06
8046,38.0,1,3,2026-07-06
8050,90.0,2,3;9,2026-07-06
8051,56.0,2,3;9,2026-07-06
8052,90.0,2,3;9,2026-07-06
8053,40.0,2,3;9,2026-07-06
8056,140.0,2,3;9,2026-07-06
8057,300.0,1,7,2026-07-06
8058,125.0,2,3;9,2026-07-07
8059,125.0,2,3;9,2026-07-06
8060,30.0,1,12,2026-07-07
8061,93.0,2,3;9,2026-07-06
8065,87.0,2,3;9,2026-07-06
8066,88.0,2,3;9,2026-07-06
8070,40.0,2,3;9,2026-07-06
8074,190.0,2,3;9,2026-07-06
8075,130.0,2,3;9,2026-07-06
8076,106.0,2,3;9,2026-07-06
8077,6.0,2,4;10,2026-07-06
8078,66.0,2,3;9,2026-07-06
8079,90.0,2,4;10,2026-07-06
8081,100.0,2,3;9,2026-07-06
8084,150.0,2,3;9,2026-07-06
8085,140.0,1,3,2026-07-06
8086,32.0,2,3;9,2026-07-06
8088,47.0,2,3;9,2026-07-06
8089,79.0,2,3;9,2026-07-06
8091,100.0,2,3;9,2026-07-06
8093,74.0,2,3;9,2026-07-06
8095,18.0,2,5;11,2026-07-06
8097,100.0,2,3;9,2026-07-06
8098,143.0,2,3;9,2026-07-06
8101,106.0,1,3,2026-07-06
8103,47.0,1,3,2026-07-06
8104,30.0,1,3,2026-07-06
8105,0.25,1,3,2026-07-07
8111,70.0,2,3;9,2026-07-06
8113,22.0,2,6;12,2026-07-06
8115,54.0,2,3;9,2026-07-06
8117,63.0,2,3;9,2026-07-06
8118,18.0,1,3,2026-07-06
8119,31.0,2,3;9,2026-07-06
8123,50.0,1,3,2026-07-06
8125,100.0,1,2,2026-07-06
8127,14.0,2,2;8,2026-07-06
8129,180.0,2,3;9,2026-07-06
8130,155.0,2,3;9,2026-07-06
